Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank,Jahr
Impatiens glandulifera,7.375,49.125,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,7.458333,49.125,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,7.541667,49.175,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,7.625,49.175,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,7.541667,49.125,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.54167,49.175,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,10.625,49.175,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,10.70833,49.175,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,10.70833,49.125,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,10.875,49.175,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,10.95833,49.175,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.95833,49.125,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,11.04167,49.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.125,49.175,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.04167,49.125,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,11.20833,49.175,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,11.29167,49.175,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,12.95833,49.175,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.95833,49.125,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,13.04167,49.175,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.04167,49.125,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,13.20833,49.125,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,7.541667,49.075,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,7.541667,49.025,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,7.625,49.025,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,12.79167,49.075,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,12.79167,49.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.95833,49.075,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.875,49.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,49.025,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.04167,49.075,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,49.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,49.025,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,49.075,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,13.20833,49.025,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,49.025,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,10.625,48.925,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,12.79167,48.975,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.70833,48.925,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,12.875,48.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.95833,48.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,48.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,48.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,48.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.125,48.975,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,48.925,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,13.125,48.925,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,48.975,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,48.975,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,13.20833,48.925,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,48.925,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,13.375,48.925,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,10.625,48.875,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,12.79167,48.875,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.79167,48.825,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,12.875,48.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,48.875,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,48.825,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.95833,48.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,48.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,48.875,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.04167,48.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.125,48.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,48.875,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.29167,48.875,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.20833,48.825,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,13.29167,48.825,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,13.375,48.875,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,13.45833,48.875,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,13.375,48.825,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.825,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,13.54167,48.825,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,11.625,48.725,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,11.70833,48.775,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,12.70833,48.775,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,12.79167,48.775,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,12.70833,48.725,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,12.79167,48.725,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,12.875,48.775,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.95833,48.775,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.875,48.725,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,12.95833,48.725,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.04167,48.775,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.125,48.775,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.04167,48.725,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,48.725,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.20833,48.775,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.29167,48.775,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,48.725,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.29167,48.725,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.375,48.775,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.775,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.375,48.725,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.725,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.54167,48.775,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,13.625,48.775,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,13.54167,48.725,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.625,48.725,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,13.70833,48.725,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,10.45833,48.625,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,10.54167,48.625,1988 - 1996,0.9007,sMon,1996
Impatiens glandulifera,10.625,48.625,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,10.70833,48.675,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,10.79167,48.675,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,10.70833,48.625,1988 - 1996,0.9096,sMon,1996
Impatiens glandulifera,11.20833,48.675,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,11.29167,48.675,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,11.20833,48.625,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,11.375,48.675,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,11.45833,48.675,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,11.375,48.625,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,11.45833,48.625,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,11.54167,48.675,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,11.625,48.675,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,11.54167,48.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.625,48.625,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.70833,48.675,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,11.79167,48.675,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,11.70833,48.625,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.79167,48.625,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.875,48.625,1988 - 1996,0.9306,sMon,1996
Impatiens glandulifera,11.95833,48.625,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,12.375,48.625,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,12.45833,48.625,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,12.54167,48.675,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,12.625,48.675,1988 - 1996,0.9213,sMon,1996
Impatiens glandulifera,12.54167,48.625,1988 - 1996,0.9323,sMon,1996
Impatiens glandulifera,12.625,48.625,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,12.70833,48.675,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,12.79167,48.675,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.70833,48.625,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.79167,48.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.875,48.675,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,48.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.875,48.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.95833,48.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.04167,48.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,48.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.04167,48.625,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.125,48.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.20833,48.675,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.29167,48.675,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.20833,48.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,48.625,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.375,48.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.45833,48.675,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.375,48.625,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.45833,48.625,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.54167,48.675,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.54167,48.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.625,48.625,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.875,48.675,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,13.95833,48.625,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,8.041667,48.525,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,10.45833,48.575,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,10.375,48.525,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,10.45833,48.525,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,10.54167,48.575,1988 - 1996,0.9061,sMon,1996
Impatiens glandulifera,10.625,48.575,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,11.125,48.575,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,11.125,48.525,1988 - 1996,0.9108,sMon,1996
Impatiens glandulifera,11.29167,48.575,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,11.20833,48.525,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,11.29167,48.525,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,11.45833,48.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.375,48.525,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.45833,48.525,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.525,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.525,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,48.575,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.79167,48.575,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.70833,48.525,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.79167,48.525,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.875,48.575,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,11.95833,48.575,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,11.875,48.525,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,11.95833,48.525,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.04167,48.525,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,12.125,48.525,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,12.20833,48.525,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.29167,48.525,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,12.375,48.575,1988 - 1996,0.9039,sMon,1996
Impatiens glandulifera,12.45833,48.575,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.375,48.525,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.45833,48.525,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.54167,48.575,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.625,48.575,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,12.54167,48.525,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,12.70833,48.575,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.79167,48.575,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,12.70833,48.525,1988 - 1996,0.9029,sMon,1996
Impatiens glandulifera,12.79167,48.525,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,12.875,48.575,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.95833,48.575,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.04167,48.575,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.125,48.575,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.20833,48.575,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.29167,48.575,1988 - 1996,0.936,sMon,1996
Impatiens glandulifera,13.29167,48.525,1988 - 1996,0.9551,sMon,1996
Impatiens glandulifera,13.375,48.575,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,13.45833,48.575,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,13.375,48.525,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,13.45833,48.525,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,13.54167,48.575,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.625,48.575,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.54167,48.525,1988 - 1996,0.9198,sMon,1996
Impatiens glandulifera,13.625,48.525,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.70833,48.575,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.70833,48.525,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,7.958333,48.475,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,7.958333,48.425,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,8.041667,48.475,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,8.041667,48.425,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,10.29167,48.425,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,10.375,48.475,1988 - 1996,0.9132,sMon,1996
Impatiens glandulifera,10.45833,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.70833,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.475,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,10.70833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.95833,48.425,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,11.04167,48.475,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.125,48.475,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,11.04167,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.125,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.20833,48.475,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,11.29167,48.475,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,11.20833,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.29167,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.375,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.45833,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.375,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.45833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.70833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.875,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.95833,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.875,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.95833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.04167,48.475,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.125,48.475,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.04167,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.125,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.20833,48.475,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,12.29167,48.475,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,12.20833,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.375,48.475,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,12.45833,48.475,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,12.375,48.425,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,12.45833,48.425,1988 - 1996,0.9227,sMon,1996
Impatiens glandulifera,12.54167,48.425,1988 - 1996,0.9084,sMon,1996
Impatiens glandulifera,13.125,48.425,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,13.29167,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.20833,48.425,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.29167,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.375,48.475,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.475,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,13.375,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.425,1988 - 1996,1,sMon,1996
Impatiens glandulifera,7.708333,48.375,1988 - 1996,0.912,sMon,1996
Impatiens glandulifera,7.708333,48.325,1988 - 1996,0.9171,sMon,1996
Impatiens glandulifera,7.791667,48.325,1988 - 1996,0.905,sMon,1996
Impatiens glandulifera,7.875,48.375,1988 - 1996,0.9257,sMon,1996
Impatiens glandulifera,7.958333,48.375,1988 - 1996,0.9468,sMon,1996
Impatiens glandulifera,7.875,48.325,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,7.958333,48.325,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,8.041667,48.375,1988 - 1996,0.9341,sMon,1996
Impatiens glandulifera,8.041667,48.325,1988 - 1996,0.9521,sMon,1996
Impatiens glandulifera,10.125,48.325,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,10.20833,48.375,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,10.29167,48.375,1988 - 1996,0.9584,sMon,1996
Impatiens glandulifera,10.20833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.29167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.375,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.45833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.54167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.625,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.70833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.70833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.79167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,10.875,48.375,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,10.95833,48.375,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,10.875,48.325,1988 - 1996,0.94,sMon,1996
Impatiens glandulifera,10.95833,48.325,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,11.04167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.125,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.04167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.125,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.20833,48.375,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,11.29167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.20833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.29167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.375,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.45833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.375,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.45833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.54167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.625,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.70833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.79167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.875,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.95833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.875,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,11.95833,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.04167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.125,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.04167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.125,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.20833,48.375,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,12.20833,48.325,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.29167,48.325,1988 - 1996,0.9788,sMon,1996
Impatiens glandulifera,12.375,48.375,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.45833,48.375,1988 - 1996,0.9185,sMon,1996
Impatiens glandulifera,12.375,48.325,1988 - 1996,0.9422,sMon,1996
Impatiens glandulifera,12.45833,48.325,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,12.54167,48.375,1988 - 1996,0.9018,sMon,1996
Impatiens glandulifera,12.54167,48.325,1988 - 1996,0.9242,sMon,1996
Impatiens glandulifera,12.625,48.325,1988 - 1996,0.9158,sMon,1996
Impatiens glandulifera,12.70833,48.375,1988 - 1996,0.9289,sMon,1996
Impatiens glandulifera,13.20833,48.375,1988 - 1996,0.9621,sMon,1996
Impatiens glandulifera,13.29167,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.20833,48.325,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,13.29167,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.375,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.375,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.375,48.325,1988 - 1996,1,sMon,1996
Impatiens glandulifera,13.45833,48.325,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,7.625,48.225,1988 - 1996,0.9494,sMon,1996
Impatiens glandulifera,7.708333,48.275,1988 - 1996,0.9273,sMon,1996
Impatiens glandulifera,7.791667,48.275,1988 - 1996,0.9145,sMon,1996
Impatiens glandulifera,7.708333,48.225,1988 - 1996,0.9444,sMon,1996
Impatiens glandulifera,7.791667,48.225,1988 - 1996,0.938,sMon,1996
Impatiens glandulifera,7.875,48.275,1988 - 1996,0.9664,sMon,1996
Impatiens glandulifera,7.958333,48.275,1988 - 1996,0.9716,sMon,1996
Impatiens glandulifera,7.875,48.225,1988 - 1996,0.9664,sMon,1996
