Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank,Jahr
Impatiens glandulifera,8.125,48.575,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,8.041667,48.525,1997 - 2017,0.9598,sMon,2017
Impatiens glandulifera,8.125,48.525,1997 - 2017,0.9557,sMon,2017
Impatiens glandulifera,10.29167,48.575,1997 - 2017,0.913,sMon,2017
Impatiens glandulifera,10.29167,48.525,1997 - 2017,0.9433,sMon,2017
Impatiens glandulifera,10.375,48.575,1997 - 2017,0.9529,sMon,2017
Impatiens glandulifera,10.45833,48.575,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,10.375,48.525,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,10.45833,48.525,1997 - 2017,0.9616,sMon,2017
Impatiens glandulifera,10.54167,48.575,1997 - 2017,0.9616,sMon,2017
Impatiens glandulifera,10.625,48.575,1997 - 2017,0.9592,sMon,2017
Impatiens glandulifera,10.54167,48.525,1997 - 2017,0.958,sMon,2017
Impatiens glandulifera,10.625,48.525,1997 - 2017,0.9289,sMon,2017
Impatiens glandulifera,10.70833,48.575,1997 - 2017,0.9356,sMon,2017
Impatiens glandulifera,10.70833,48.525,1997 - 2017,0.9409,sMon,2017
Impatiens glandulifera,10.79167,48.525,1997 - 2017,0.9258,sMon,2017
Impatiens glandulifera,10.875,48.575,1997 - 2017,0.9335,sMon,2017
Impatiens glandulifera,10.875,48.525,1997 - 2017,0.9326,sMon,2017
Impatiens glandulifera,11.04167,48.575,1997 - 2017,0.9409,sMon,2017
Impatiens glandulifera,11.125,48.575,1997 - 2017,0.9598,sMon,2017
Impatiens glandulifera,11.04167,48.525,1997 - 2017,0.9365,sMon,2017
Impatiens glandulifera,11.125,48.525,1997 - 2017,0.9642,sMon,2017
Impatiens glandulifera,11.20833,48.575,1997 - 2017,0.9551,sMon,2017
Impatiens glandulifera,11.29167,48.575,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,11.20833,48.525,1997 - 2017,0.9677,sMon,2017
Impatiens glandulifera,11.29167,48.525,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,11.375,48.575,1997 - 2017,0.9387,sMon,2017
Impatiens glandulifera,11.45833,48.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.375,48.525,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.45833,48.525,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.525,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.525,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,48.575,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.79167,48.575,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.70833,48.525,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.79167,48.525,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.875,48.575,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.95833,48.575,1997 - 2017,0.9677,sMon,2017
Impatiens glandulifera,11.875,48.525,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,11.95833,48.525,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,12.04167,48.575,1997 - 2017,0.9405,sMon,2017
Impatiens glandulifera,12.125,48.575,1997 - 2017,0.9246,sMon,2017
Impatiens glandulifera,12.04167,48.525,1997 - 2017,0.9706,sMon,2017
Impatiens glandulifera,12.125,48.525,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,12.20833,48.575,1997 - 2017,0.9492,sMon,2017
Impatiens glandulifera,12.29167,48.575,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,12.20833,48.525,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,12.29167,48.525,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,12.375,48.575,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,12.45833,48.575,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,12.375,48.525,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,12.45833,48.525,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,12.54167,48.575,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,12.625,48.575,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,12.54167,48.525,1997 - 2017,0.967,sMon,2017
Impatiens glandulifera,12.625,48.525,1997 - 2017,0.9545,sMon,2017
Impatiens glandulifera,12.70833,48.575,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,12.79167,48.575,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,12.70833,48.525,1997 - 2017,0.9598,sMon,2017
Impatiens glandulifera,12.79167,48.525,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,12.875,48.575,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.95833,48.575,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,12.875,48.525,1997 - 2017,0.9534,sMon,2017
Impatiens glandulifera,12.95833,48.525,1997 - 2017,0.9523,sMon,2017
Impatiens glandulifera,13.04167,48.575,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,13.125,48.575,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,13.04167,48.525,1997 - 2017,0.9568,sMon,2017
Impatiens glandulifera,13.125,48.525,1997 - 2017,0.9467,sMon,2017
Impatiens glandulifera,13.20833,48.575,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,13.29167,48.575,1997 - 2017,0.9774,sMon,2017
Impatiens glandulifera,13.20833,48.525,1997 - 2017,0.9462,sMon,2017
Impatiens glandulifera,13.29167,48.525,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,13.375,48.575,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,13.45833,48.575,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,13.375,48.525,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,13.45833,48.525,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,13.54167,48.575,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,13.625,48.575,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.54167,48.525,1997 - 2017,0.9691,sMon,2017
Impatiens glandulifera,13.625,48.525,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,13.70833,48.575,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,13.79167,48.575,1997 - 2017,0.9467,sMon,2017
Impatiens glandulifera,13.70833,48.525,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,13.79167,48.525,1997 - 2017,0.9502,sMon,2017
Impatiens glandulifera,7.708333,48.475,1997 - 2017,0.9231,sMon,2017
Impatiens glandulifera,7.791667,48.475,1997 - 2017,0.9423,sMon,2017
Impatiens glandulifera,7.708333,48.425,1997 - 2017,0.958,sMon,2017
Impatiens glandulifera,7.791667,48.425,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,7.875,48.475,1997 - 2017,0.9369,sMon,2017
Impatiens glandulifera,7.958333,48.475,1997 - 2017,0.9706,sMon,2017
Impatiens glandulifera,7.875,48.425,1997 - 2017,0.9423,sMon,2017
Impatiens glandulifera,7.958333,48.425,1997 - 2017,0.9684,sMon,2017
Impatiens glandulifera,8.041667,48.475,1997 - 2017,0.9684,sMon,2017
Impatiens glandulifera,8.125,48.475,1997 - 2017,0.9523,sMon,2017
Impatiens glandulifera,8.041667,48.425,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,8.125,48.425,1997 - 2017,0.9262,sMon,2017
Impatiens glandulifera,8.208333,48.475,1997 - 2017,0.9109,sMon,2017
Impatiens glandulifera,8.208333,48.425,1997 - 2017,0.9126,sMon,2017
Impatiens glandulifera,10.125,48.475,1997 - 2017,0.9106,sMon,2017
Impatiens glandulifera,10.125,48.425,1997 - 2017,0.9365,sMon,2017
Impatiens glandulifera,10.20833,48.475,1997 - 2017,0.9414,sMon,2017
Impatiens glandulifera,10.29167,48.475,1997 - 2017,0.9438,sMon,2017
Impatiens glandulifera,10.20833,48.425,1997 - 2017,0.9382,sMon,2017
Impatiens glandulifera,10.29167,48.425,1997 - 2017,0.967,sMon,2017
Impatiens glandulifera,10.375,48.475,1997 - 2017,0.9656,sMon,2017
Impatiens glandulifera,10.45833,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.375,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.45833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.70833,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.475,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,10.70833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.875,48.475,1997 - 2017,0.9231,sMon,2017
Impatiens glandulifera,10.95833,48.475,1997 - 2017,0.958,sMon,2017
Impatiens glandulifera,10.875,48.425,1997 - 2017,0.9396,sMon,2017
Impatiens glandulifera,10.95833,48.425,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,11.04167,48.475,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.125,48.475,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,11.04167,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.125,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.20833,48.475,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.29167,48.475,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,11.20833,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.29167,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.375,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.45833,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.375,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.45833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.70833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.875,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.95833,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.875,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.04167,48.475,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,12.125,48.475,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,12.04167,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.125,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.20833,48.475,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,12.29167,48.475,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,12.20833,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.29167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.375,48.475,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,12.45833,48.475,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,12.375,48.425,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,12.45833,48.425,1997 - 2017,0.9706,sMon,2017
Impatiens glandulifera,12.54167,48.475,1997 - 2017,0.9562,sMon,2017
Impatiens glandulifera,12.625,48.475,1997 - 2017,0.9462,sMon,2017
Impatiens glandulifera,12.54167,48.425,1997 - 2017,0.9629,sMon,2017
Impatiens glandulifera,12.625,48.425,1997 - 2017,0.9508,sMon,2017
Impatiens glandulifera,12.70833,48.475,1997 - 2017,0.9562,sMon,2017
Impatiens glandulifera,12.79167,48.475,1997 - 2017,0.9438,sMon,2017
Impatiens glandulifera,12.70833,48.425,1997 - 2017,0.9442,sMon,2017
Impatiens glandulifera,12.79167,48.425,1997 - 2017,0.9472,sMon,2017
Impatiens glandulifera,12.875,48.475,1997 - 2017,0.933,sMon,2017
Impatiens glandulifera,12.95833,48.475,1997 - 2017,0.9116,sMon,2017
Impatiens glandulifera,12.875,48.425,1997 - 2017,0.9396,sMon,2017
Impatiens glandulifera,12.95833,48.425,1997 - 2017,0.9378,sMon,2017
Impatiens glandulifera,13.04167,48.475,1997 - 2017,0.9194,sMon,2017
Impatiens glandulifera,13.125,48.475,1997 - 2017,0.931,sMon,2017
Impatiens glandulifera,13.04167,48.425,1997 - 2017,0.9513,sMon,2017
Impatiens glandulifera,13.125,48.425,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,13.20833,48.475,1997 - 2017,0.9302,sMon,2017
Impatiens glandulifera,13.29167,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,13.20833,48.425,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,13.29167,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.375,48.475,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.45833,48.475,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,13.375,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.45833,48.425,1997 - 2017,1,sMon,2017
Impatiens glandulifera,7.708333,48.375,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,7.791667,48.375,1997 - 2017,0.9568,sMon,2017
Impatiens glandulifera,7.708333,48.325,1997 - 2017,0.9677,sMon,2017
Impatiens glandulifera,7.791667,48.325,1997 - 2017,0.961,sMon,2017
Impatiens glandulifera,7.875,48.375,1997 - 2017,0.9722,sMon,2017
Impatiens glandulifera,7.958333,48.375,1997 - 2017,0.9825,sMon,2017
Impatiens glandulifera,7.875,48.325,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,7.958333,48.325,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,8.041667,48.375,1997 - 2017,0.9765,sMon,2017
Impatiens glandulifera,8.125,48.375,1997 - 2017,0.9568,sMon,2017
Impatiens glandulifera,8.041667,48.325,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,8.125,48.325,1997 - 2017,0.9467,sMon,2017
Impatiens glandulifera,8.208333,48.375,1997 - 2017,0.9116,sMon,2017
Impatiens glandulifera,8.291667,48.375,1997 - 2017,0.9014,sMon,2017
Impatiens glandulifera,8.208333,48.325,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,8.291667,48.325,1997 - 2017,0.9158,sMon,2017
Impatiens glandulifera,9.958333,48.325,1997 - 2017,0.9116,sMon,2017
Impatiens glandulifera,10.04167,48.375,1997 - 2017,0.9391,sMon,2017
Impatiens glandulifera,10.125,48.375,1997 - 2017,0.9409,sMon,2017
Impatiens glandulifera,10.04167,48.325,1997 - 2017,0.9438,sMon,2017
Impatiens glandulifera,10.125,48.325,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,10.20833,48.375,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,10.29167,48.375,1997 - 2017,0.9875,sMon,2017
Impatiens glandulifera,10.20833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.29167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.375,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.45833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.375,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.45833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.70833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.70833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.875,48.375,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,10.95833,48.375,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,10.875,48.325,1997 - 2017,0.9793,sMon,2017
Impatiens glandulifera,10.95833,48.325,1997 - 2017,0.9783,sMon,2017
Impatiens glandulifera,11.04167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.125,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.04167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.125,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.20833,48.375,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.29167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.20833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.29167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.375,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.45833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.375,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.45833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.875,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.875,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.04167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.125,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.04167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.125,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.20833,48.375,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.29167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.20833,48.325,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.29167,48.325,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.375,48.375,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,12.45833,48.375,1997 - 2017,0.9684,sMon,2017
Impatiens glandulifera,12.375,48.325,1997 - 2017,0.9803,sMon,2017
Impatiens glandulifera,12.45833,48.325,1997 - 2017,0.967,sMon,2017
Impatiens glandulifera,12.54167,48.375,1997 - 2017,0.9592,sMon,2017
Impatiens glandulifera,12.625,48.375,1997 - 2017,0.9497,sMon,2017
Impatiens glandulifera,12.54167,48.325,1997 - 2017,0.9714,sMon,2017
Impatiens glandulifera,12.625,48.325,1997 - 2017,0.967,sMon,2017
Impatiens glandulifera,12.70833,48.375,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,12.79167,48.375,1997 - 2017,0.9314,sMon,2017
Impatiens glandulifera,12.70833,48.325,1997 - 2017,0.9378,sMon,2017
Impatiens glandulifera,12.79167,48.325,1997 - 2017,0.9262,sMon,2017
Impatiens glandulifera,12.875,48.375,1997 - 2017,0.9273,sMon,2017
Impatiens glandulifera,12.95833,48.375,1997 - 2017,0.925,sMon,2017
Impatiens glandulifera,12.875,48.325,1997 - 2017,0.9423,sMon,2017
Impatiens glandulifera,12.95833,48.325,1997 - 2017,0.9487,sMon,2017
Impatiens glandulifera,13.04167,48.375,1997 - 2017,0.927,sMon,2017
Impatiens glandulifera,13.125,48.375,1997 - 2017,0.9239,sMon,2017
Impatiens glandulifera,13.04167,48.325,1997 - 2017,0.9452,sMon,2017
Impatiens glandulifera,13.125,48.325,1997 - 2017,0.9467,sMon,2017
Impatiens glandulifera,13.20833,48.375,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,13.29167,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.20833,48.325,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,13.29167,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.375,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.45833,48.375,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.375,48.325,1997 - 2017,1,sMon,2017
Impatiens glandulifera,13.45833,48.325,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,7.541667,48.275,1997 - 2017,0.9343,sMon,2017
Impatiens glandulifera,7.625,48.275,1997 - 2017,0.9314,sMon,2017
Impatiens glandulifera,7.541667,48.225,1997 - 2017,0.9419,sMon,2017
Impatiens glandulifera,7.625,48.225,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,7.708333,48.275,1997 - 2017,0.973,sMon,2017
Impatiens glandulifera,7.791667,48.275,1997 - 2017,0.9663,sMon,2017
Impatiens glandulifera,7.708333,48.225,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,7.791667,48.225,1997 - 2017,0.9783,sMon,2017
Impatiens glandulifera,7.875,48.275,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,7.958333,48.275,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,7.875,48.225,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,7.958333,48.225,1997 - 2017,0.989,sMon,2017
Impatiens glandulifera,8.041667,48.275,1997 - 2017,0.9848,sMon,2017
Impatiens glandulifera,8.125,48.275,1997 - 2017,0.9814,sMon,2017
Impatiens glandulifera,8.041667,48.225,1997 - 2017,0.9747,sMon,2017
Impatiens glandulifera,8.125,48.225,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,8.208333,48.275,1997 - 2017,0.9684,sMon,2017
Impatiens glandulifera,8.291667,48.275,1997 - 2017,0.931,sMon,2017
Impatiens glandulifera,8.208333,48.225,1997 - 2017,0.9482,sMon,2017
Impatiens glandulifera,9.875,48.275,1997 - 2017,0.9186,sMon,2017
Impatiens glandulifera,9.958333,48.275,1997 - 2017,0.9293,sMon,2017
Impatiens glandulifera,9.875,48.225,1997 - 2017,0.9197,sMon,2017
Impatiens glandulifera,9.958333,48.225,1997 - 2017,0.9277,sMon,2017
Impatiens glandulifera,10.04167,48.275,1997 - 2017,0.9523,sMon,2017
Impatiens glandulifera,10.125,48.275,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,10.04167,48.225,1997 - 2017,0.9604,sMon,2017
Impatiens glandulifera,10.125,48.225,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,10.20833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.29167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.20833,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.29167,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.375,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.45833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.375,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.45833,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.54167,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.625,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.70833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.275,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,10.70833,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,10.79167,48.225,1997 - 2017,0.9836,sMon,2017
Impatiens glandulifera,10.875,48.275,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,10.95833,48.275,1997 - 2017,0.9677,sMon,2017
Impatiens glandulifera,10.875,48.225,1997 - 2017,0.9739,sMon,2017
Impatiens glandulifera,10.95833,48.225,1997 - 2017,0.9649,sMon,2017
Impatiens glandulifera,11.04167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.125,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.04167,48.225,1997 - 2017,0.961,sMon,2017
Impatiens glandulifera,11.125,48.225,1997 - 2017,0.9419,sMon,2017
Impatiens glandulifera,11.20833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.29167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.20833,48.225,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.29167,48.225,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.375,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.45833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.375,48.225,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.45833,48.225,1997 - 2017,0.9907,sMon,2017
Impatiens glandulifera,11.54167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.625,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.54167,48.225,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.625,48.225,1997 - 2017,0.9861,sMon,2017
Impatiens glandulifera,11.70833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.79167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.70833,48.225,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,11.79167,48.225,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,11.875,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.875,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,11.95833,48.225,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.04167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.125,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.04167,48.225,1997 - 2017,0.9951,sMon,2017
Impatiens glandulifera,12.125,48.225,1997 - 2017,0.9926,sMon,2017
Impatiens glandulifera,12.20833,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.29167,48.275,1997 - 2017,1,sMon,2017
Impatiens glandulifera,12.20833,48.225,1997 - 2017,1,sMon,2017
