TaxonName,TaxonUsageID,MTB_Q,Longitude,Latitude,Timestep,Period,OP,OP_sd
Impatiens glandulifera,3063,20254,9.958333,53.925,1,1960 - 1987,0.0829,0.002
Impatiens glandulifera,3063,20261,10.04167,53.975,1,1960 - 1987,0.0733,0.0018
Impatiens glandulifera,3063,20262,10.125,53.975,1,1960 - 1987,0.0601,0.0015
Impatiens glandulifera,3063,20263,10.04167,53.925,1,1960 - 1987,0.0784,0.0019
Impatiens glandulifera,3063,20264,10.125,53.925,1,1960 - 1987,0.0783,0.0019
Impatiens glandulifera,3063,20271,10.20833,53.975,1,1960 - 1987,0.0684,0.0017
Impatiens glandulifera,3063,20272,10.29167,53.975,1,1960 - 1987,0.0584,0.0014
Impatiens glandulifera,3063,20273,10.20833,53.925,1,1960 - 1987,0.0725,0.0018
Impatiens glandulifera,3063,20274,10.29167,53.925,1,1960 - 1987,0.0571,0.0014
Impatiens glandulifera,3063,20281,10.375,53.975,1,1960 - 1987,0.0439,0.0011
Impatiens glandulifera,3063,20282,10.45833,53.975,1,1960 - 1987,0.0429,0.0011
Impatiens glandulifera,3063,20283,10.375,53.925,1,1960 - 1987,0.0377,9e-04
Impatiens glandulifera,3063,20284,10.45833,53.925,1,1960 - 1987,0.0437,0.0011
Impatiens glandulifera,3063,20291,10.54167,53.975,1,1960 - 1987,0.0433,0.0011
Impatiens glandulifera,3063,20292,10.625,53.975,1,1960 - 1987,0.0786,0.0019
Impatiens glandulifera,3063,20293,10.54167,53.925,1,1960 - 1987,0.0502,0.0012
Impatiens glandulifera,3063,20294,10.625,53.925,1,1960 - 1987,0.0884,0.0021
Impatiens glandulifera,3063,20301,10.70833,53.975,1,1960 - 1987,0.1529,0.0036
Impatiens glandulifera,3063,20302,10.79167,53.975,1,1960 - 1987,0.2047,0.0046
Impatiens glandulifera,3063,20303,10.70833,53.925,1,1960 - 1987,0.1733,0.004
Impatiens glandulifera,3063,20304,10.79167,53.925,1,1960 - 1987,0.1893,0.0043
Impatiens glandulifera,3063,20311,10.875,53.975,1,1960 - 1987,0.1859,0.0042
Impatiens glandulifera,3063,20312,10.95833,53.975,1,1960 - 1987,0.1246,0.0029
Impatiens glandulifera,3063,20313,10.875,53.925,1,1960 - 1987,0.163,0.0038
Impatiens glandulifera,3063,20314,10.95833,53.925,1,1960 - 1987,0.1416,0.0033
Impatiens glandulifera,3063,20321,11.04167,53.975,1,1960 - 1987,0.1211,0.0029
Impatiens glandulifera,3063,20322,11.125,53.975,1,1960 - 1987,0.1432,0.0033
Impatiens glandulifera,3063,20323,11.04167,53.925,1,1960 - 1987,0.1531,0.0036
Impatiens glandulifera,3063,20324,11.125,53.925,1,1960 - 1987,0.1544,0.0036
Impatiens glandulifera,3063,20331,11.20833,53.975,1,1960 - 1987,0.1365,0.0032
Impatiens glandulifera,3063,20332,11.29167,53.975,1,1960 - 1987,0.1239,0.0029
Impatiens glandulifera,3063,20333,11.20833,53.925,1,1960 - 1987,0.1594,0.0037
Impatiens glandulifera,3063,20334,11.29167,53.925,1,1960 - 1987,0.1556,0.0036
Impatiens glandulifera,3063,20341,11.375,53.975,1,1960 - 1987,0.1285,0.003
Impatiens glandulifera,3063,20342,11.45833,53.975,1,1960 - 1987,0.12,0.0028
Impatiens glandulifera,3063,20343,11.375,53.925,1,1960 - 1987,0.15,0.0035
Impatiens glandulifera,3063,20344,11.45833,53.925,1,1960 - 1987,0.1471,0.0034
Impatiens glandulifera,3063,20351,11.54167,53.975,1,1960 - 1987,0.1809,0.0041
Impatiens glandulifera,3063,20352,11.625,53.975,1,1960 - 1987,0.2408,0.0053
Impatiens glandulifera,3063,20353,11.54167,53.925,1,1960 - 1987,0.1575,0.0036
Impatiens glandulifera,3063,20354,11.625,53.925,1,1960 - 1987,0.2267,0.005
Impatiens glandulifera,3063,20361,11.70833,53.975,1,1960 - 1987,0.2388,0.0052
Impatiens glandulifera,3063,20362,11.79167,53.975,1,1960 - 1987,0.2516,0.0055
Impatiens glandulifera,3063,20363,11.70833,53.925,1,1960 - 1987,0.2247,0.005
Impatiens glandulifera,3063,20364,11.79167,53.925,1,1960 - 1987,0.1935,0.0044
Impatiens glandulifera,3063,20371,11.875,53.975,1,1960 - 1987,0.2313,0.0051
Impatiens glandulifera,3063,20372,11.95833,53.975,1,1960 - 1987,0.2476,0.0054
Impatiens glandulifera,3063,20373,11.875,53.925,1,1960 - 1987,0.2053,0.0046
Impatiens glandulifera,3063,20374,11.95833,53.925,1,1960 - 1987,0.2402,0.0053
Impatiens glandulifera,3063,20381,12.04167,53.975,1,1960 - 1987,0.2452,0.0054
Impatiens glandulifera,3063,20382,12.125,53.975,1,1960 - 1987,0.2264,0.005
Impatiens glandulifera,3063,20383,12.04167,53.925,1,1960 - 1987,0.2098,0.0047
Impatiens glandulifera,3063,20384,12.125,53.925,1,1960 - 1987,0.2091,0.0047
Impatiens glandulifera,3063,20391,12.20833,53.975,1,1960 - 1987,0.1994,0.0045
Impatiens glandulifera,3063,20392,12.29167,53.975,1,1960 - 1987,0.2042,0.0046
Impatiens glandulifera,3063,20393,12.20833,53.925,1,1960 - 1987,0.1877,0.0043
Impatiens glandulifera,3063,20394,12.29167,53.925,1,1960 - 1987,0.1885,0.0043
Impatiens glandulifera,3063,20401,12.375,53.975,1,1960 - 1987,0.1966,0.0044
Impatiens glandulifera,3063,20402,12.45833,53.975,1,1960 - 1987,0.1689,0.0039
Impatiens glandulifera,3063,20403,12.375,53.925,1,1960 - 1987,0.159,0.0037
Impatiens glandulifera,3063,20404,12.45833,53.925,1,1960 - 1987,0.1505,0.0035
Impatiens glandulifera,3063,20411,12.54167,53.975,1,1960 - 1987,0.1375,0.0032
Impatiens glandulifera,3063,20412,12.625,53.975,1,1960 - 1987,0.0954,0.0023
Impatiens glandulifera,3063,20413,12.54167,53.925,1,1960 - 1987,0.1221,0.0029
Impatiens glandulifera,3063,20414,12.625,53.925,1,1960 - 1987,0.0888,0.0021
Impatiens glandulifera,3063,20421,12.70833,53.975,1,1960 - 1987,0.0657,0.0016
Impatiens glandulifera,3063,20422,12.79167,53.975,1,1960 - 1987,0.0597,0.0015
Impatiens glandulifera,3063,20423,12.70833,53.925,1,1960 - 1987,0.0665,0.0016
Impatiens glandulifera,3063,20424,12.79167,53.925,1,1960 - 1987,0.0518,0.0013
Impatiens glandulifera,3063,20431,12.875,53.975,1,1960 - 1987,0.104,0.0025
Impatiens glandulifera,3063,20432,12.95833,53.975,1,1960 - 1987,0.0989,0.0024
Impatiens glandulifera,3063,20433,12.875,53.925,1,1960 - 1987,0.0516,0.0013
Impatiens glandulifera,3063,20434,12.95833,53.925,1,1960 - 1987,0.0893,0.0022
Impatiens glandulifera,3063,20441,13.04167,53.975,1,1960 - 1987,0.1009,0.0024
Impatiens glandulifera,3063,20442,13.125,53.975,1,1960 - 1987,0.1163,0.0028
Impatiens glandulifera,3063,20443,13.04167,53.925,1,1960 - 1987,0.1015,0.0024
Impatiens glandulifera,3063,20444,13.125,53.925,1,1960 - 1987,0.0571,0.0014
Impatiens glandulifera,3063,20451,13.20833,53.975,1,1960 - 1987,0.099,0.0024
Impatiens glandulifera,3063,20452,13.29167,53.975,1,1960 - 1987,0.0975,0.0023
Impatiens glandulifera,3063,20453,13.20833,53.925,1,1960 - 1987,0.0508,0.0013
Impatiens glandulifera,3063,20454,13.29167,53.925,1,1960 - 1987,0.0623,0.0015
Impatiens glandulifera,3063,20461,13.375,53.975,1,1960 - 1987,0.1683,0.0039
Impatiens glandulifera,3063,20462,13.45833,53.975,1,1960 - 1987,0.1755,0.004
Impatiens glandulifera,3063,20463,13.375,53.925,1,1960 - 1987,0.1258,0.003
Impatiens glandulifera,3063,20464,13.45833,53.925,1,1960 - 1987,0.1784,0.0041
Impatiens glandulifera,3063,20471,13.54167,53.975,1,1960 - 1987,0.1863,0.0042
Impatiens glandulifera,3063,20472,13.625,53.975,1,1960 - 1987,0.1695,0.0039
Impatiens glandulifera,3063,20473,13.54167,53.925,1,1960 - 1987,0.1748,0.004
Impatiens glandulifera,3063,20474,13.625,53.925,1,1960 - 1987,0.185,0.0042
Impatiens glandulifera,3063,20481,13.70833,53.975,1,1960 - 1987,0.1933,0.0044
Impatiens glandulifera,3063,20482,13.79167,53.975,1,1960 - 1987,0.2029,0.0046
Impatiens glandulifera,3063,20483,13.70833,53.925,1,1960 - 1987,0.1967,0.0044
Impatiens glandulifera,3063,20484,13.79167,53.925,1,1960 - 1987,0.1902,0.0043
Impatiens glandulifera,3063,20491,13.875,53.975,1,1960 - 1987,0.1674,0.0039
Impatiens glandulifera,3063,20492,13.95833,53.975,1,1960 - 1987,0.1532,0.0036
Impatiens glandulifera,3063,20493,13.875,53.925,1,1960 - 1987,0.1979,0.0045
Impatiens glandulifera,3063,20494,13.95833,53.925,1,1960 - 1987,0.1984,0.0045
Impatiens glandulifera,3063,20501,14.04167,53.975,1,1960 - 1987,0.2264,0.005
Impatiens glandulifera,3063,20502,14.125,53.975,1,1960 - 1987,0.2292,0.0051
Impatiens glandulifera,3063,20503,14.04167,53.925,1,1960 - 1987,0.2309,0.0051
Impatiens glandulifera,3063,20504,14.125,53.925,1,1960 - 1987,0.1812,0.0041
Impatiens glandulifera,3063,20511,14.20833,53.975,1,1960 - 1987,0.1702,0.0039
Impatiens glandulifera,3063,20512,14.29167,53.975,1,1960 - 1987,0.1057,0.0025
Impatiens glandulifera,3063,20513,14.20833,53.925,1,1960 - 1987,0.2225,0.0049
Impatiens glandulifera,3063,20514,14.29167,53.925,1,1960 - 1987,0.1581,0.0037
Impatiens glandulifera,3063,21161,8.375,53.875,1,1960 - 1987,0.1387,0.0033
Impatiens glandulifera,3063,21162,8.458333,53.875,1,1960 - 1987,0.0481,0.0012
Impatiens glandulifera,3063,21163,8.375,53.825,1,1960 - 1987,0.0877,0.0021
Impatiens glandulifera,3063,21164,8.458333,53.825,1,1960 - 1987,0.0478,0.0012
Impatiens glandulifera,3063,21171,8.541667,53.875,1,1960 - 1987,0.0472,0.0012
Impatiens glandulifera,3063,21172,8.625,53.875,1,1960 - 1987,0.2245,0.005
Impatiens glandulifera,3063,21173,8.541667,53.825,1,1960 - 1987,0.0611,0.0015
Impatiens glandulifera,3063,21174,8.625,53.825,1,1960 - 1987,0.3314,0.0068
Impatiens glandulifera,3063,21181,8.708333,53.875,1,1960 - 1987,0.4617,0.0084
Impatiens glandulifera,3063,21182,8.791667,53.875,1,1960 - 1987,0.0934,0.0022
Impatiens glandulifera,3063,21183,8.708333,53.825,1,1960 - 1987,0.5017,0.0088
Impatiens glandulifera,3063,21184,8.791667,53.825,1,1960 - 1987,0.4536,0.0083
Impatiens glandulifera,3063,21191,8.875,53.875,1,1960 - 1987,0.1577,0.0037
Impatiens glandulifera,3063,21192,8.958333,53.875,1,1960 - 1987,0.2603,0.0056
Impatiens glandulifera,3063,21193,8.875,53.825,1,1960 - 1987,0.4478,0.0083
Impatiens glandulifera,3063,21194,8.958333,53.825,1,1960 - 1987,0.4399,0.0082
Impatiens glandulifera,3063,21201,9.041667,53.875,1,1960 - 1987,0.3448,0.007
Impatiens glandulifera,3063,21202,9.125,53.875,1,1960 - 1987,0.2894,0.0061
Impatiens glandulifera,3063,21203,9.041667,53.825,1,1960 - 1987,0.4131,0.0079
Impatiens glandulifera,3063,21204,9.125,53.825,1,1960 - 1987,0.2987,0.0063
Impatiens glandulifera,3063,21211,9.208333,53.875,1,1960 - 1987,0.2785,0.006
Impatiens glandulifera,3063,21212,9.291667,53.875,1,1960 - 1987,0.2673,0.0058
Impatiens glandulifera,3063,21213,9.208333,53.825,1,1960 - 1987,0.2887,0.0061
Impatiens glandulifera,3063,21214,9.291667,53.825,1,1960 - 1987,0.2664,0.0057
Impatiens glandulifera,3063,21221,9.375,53.875,1,1960 - 1987,0.2386,0.0052
Impatiens glandulifera,3063,21222,9.458333,53.875,1,1960 - 1987,0.2082,0.0047
Impatiens glandulifera,3063,21223,9.375,53.825,1,1960 - 1987,0.2631,0.0057
Impatiens glandulifera,3063,21224,9.458333,53.825,1,1960 - 1987,0.2286,0.0051
Impatiens glandulifera,3063,21231,9.541667,53.875,1,1960 - 1987,0.1925,0.0044
Impatiens glandulifera,3063,21232,9.625,53.875,1,1960 - 1987,0.1619,0.0037
Impatiens glandulifera,3063,21233,9.541667,53.825,1,1960 - 1987,0.2036,0.0046
Impatiens glandulifera,3063,21234,9.625,53.825,1,1960 - 1987,0.1506,0.0035
Impatiens glandulifera,3063,21241,9.708333,53.875,1,1960 - 1987,0.0786,0.0019
Impatiens glandulifera,3063,21242,9.791667,53.875,1,1960 - 1987,0.0953,0.0023
Impatiens glandulifera,3063,21243,9.708333,53.825,1,1960 - 1987,0.1133,0.0027
Impatiens glandulifera,3063,21244,9.791667,53.825,1,1960 - 1987,0.1178,0.0028
Impatiens glandulifera,3063,21251,9.875,53.875,1,1960 - 1987,0.105,0.0025
Impatiens glandulifera,3063,21252,9.958333,53.875,1,1960 - 1987,0.0824,0.002
Impatiens glandulifera,3063,21253,9.875,53.825,1,1960 - 1987,0.1194,0.0028
Impatiens glandulifera,3063,21254,9.958333,53.825,1,1960 - 1987,0.1031,0.0025
Impatiens glandulifera,3063,21261,10.04167,53.875,1,1960 - 1987,0.087,0.0021
Impatiens glandulifera,3063,21262,10.125,53.875,1,1960 - 1987,0.0899,0.0022
Impatiens glandulifera,3063,21263,10.04167,53.825,1,1960 - 1987,0.1309,0.0031
Impatiens glandulifera,3063,21264,10.125,53.825,1,1960 - 1987,0.1297,0.0031
Impatiens glandulifera,3063,21271,10.20833,53.875,1,1960 - 1987,0.068,0.0017
Impatiens glandulifera,3063,21272,10.29167,53.875,1,1960 - 1987,0.0933,0.0022
Impatiens glandulifera,3063,21273,10.20833,53.825,1,1960 - 1987,0.1171,0.0028
Impatiens glandulifera,3063,21274,10.29167,53.825,1,1960 - 1987,0.0599,0.0015
Impatiens glandulifera,3063,21281,10.375,53.875,1,1960 - 1987,0.0433,0.0011
Impatiens glandulifera,3063,21282,10.45833,53.875,1,1960 - 1987,0.0447,0.0011
Impatiens glandulifera,3063,21283,10.375,53.825,1,1960 - 1987,0.0441,0.0011
Impatiens glandulifera,3063,21284,10.45833,53.825,1,1960 - 1987,0.0491,0.0012
Impatiens glandulifera,3063,21291,10.54167,53.875,1,1960 - 1987,0.0618,0.0015
Impatiens glandulifera,3063,21292,10.625,53.875,1,1960 - 1987,0.1724,0.004
Impatiens glandulifera,3063,21293,10.54167,53.825,1,1960 - 1987,0.072,0.0018
Impatiens glandulifera,3063,21294,10.625,53.825,1,1960 - 1987,0.1763,0.004
Impatiens glandulifera,3063,21301,10.70833,53.875,1,1960 - 1987,0.1952,0.0044
Impatiens glandulifera,3063,21302,10.79167,53.875,1,1960 - 1987,0.1813,0.0041
Impatiens glandulifera,3063,21303,10.70833,53.825,1,1960 - 1987,0.1942,0.0044
Impatiens glandulifera,3063,21304,10.79167,53.825,1,1960 - 1987,0.1682,0.0039
Impatiens glandulifera,3063,21311,10.875,53.875,1,1960 - 1987,0.1319,0.0031
Impatiens glandulifera,3063,21312,10.95833,53.875,1,1960 - 1987,0.1363,0.0032
Impatiens glandulifera,3063,21313,10.875,53.825,1,1960 - 1987,0.1353,0.0032
Impatiens glandulifera,3063,21314,10.95833,53.825,1,1960 - 1987,0.1385,0.0032
Impatiens glandulifera,3063,21321,11.04167,53.875,1,1960 - 1987,0.1639,0.0038
Impatiens glandulifera,3063,21322,11.125,53.875,1,1960 - 1987,0.1598,0.0037
Impatiens glandulifera,3063,21323,11.04167,53.825,1,1960 - 1987,0.1375,0.0032
Impatiens glandulifera,3063,21324,11.125,53.825,1,1960 - 1987,0.1506,0.0035
Impatiens glandulifera,3063,21331,11.20833,53.875,1,1960 - 1987,0.1353,0.0032
Impatiens glandulifera,3063,21332,11.29167,53.875,1,1960 - 1987,0.1174,0.0028
Impatiens glandulifera,3063,21333,11.20833,53.825,1,1960 - 1987,0.1356,0.0032
Impatiens glandulifera,3063,21334,11.29167,53.825,1,1960 - 1987,0.1329,0.0031
Impatiens glandulifera,3063,21341,11.375,53.875,1,1960 - 1987,0.1259,0.003
Impatiens glandulifera,3063,21342,11.45833,53.875,1,1960 - 1987,0.148,0.0034
Impatiens glandulifera,3063,21343,11.375,53.825,1,1960 - 1987,0.1164,0.0028
Impatiens glandulifera,3063,21344,11.45833,53.825,1,1960 - 1987,0.1221,0.0029
Impatiens glandulifera,3063,21351,11.54167,53.875,1,1960 - 1987,0.1454,0.0034
Impatiens glandulifera,3063,21352,11.625,53.875,1,1960 - 1987,0.197,0.0045
Impatiens glandulifera,3063,21353,11.54167,53.825,1,1960 - 1987,0.1942,0.0044
Impatiens glandulifera,3063,21354,11.625,53.825,1,1960 - 1987,0.189,0.0043
Impatiens glandulifera,3063,21361,11.70833,53.875,1,1960 - 1987,0.1774,0.0041
Impatiens glandulifera,3063,21362,11.79167,53.875,1,1960 - 1987,0.165,0.0038
Impatiens glandulifera,3063,21363,11.70833,53.825,1,1960 - 1987,0.1786,0.0041
Impatiens glandulifera,3063,21364,11.79167,53.825,1,1960 - 1987,0.1667,0.0038
Impatiens glandulifera,3063,21371,11.875,53.875,1,1960 - 1987,0.191,0.0043
Impatiens glandulifera,3063,21372,11.95833,53.875,1,1960 - 1987,0.2235,0.005
Impatiens glandulifera,3063,21373,11.875,53.825,1,1960 - 1987,0.1637,0.0038
Impatiens glandulifera,3063,21374,11.95833,53.825,1,1960 - 1987,0.2181,0.0049
Impatiens glandulifera,3063,21381,12.04167,53.875,1,1960 - 1987,0.2245,0.005
Impatiens glandulifera,3063,21382,12.125,53.875,1,1960 - 1987,0.1931,0.0044
Impatiens glandulifera,3063,21383,12.04167,53.825,1,1960 - 1987,0.2084,0.0047
Impatiens glandulifera,3063,21384,12.125,53.825,1,1960 - 1987,0.1939,0.0044
Impatiens glandulifera,3063,21391,12.20833,53.875,1,1960 - 1987,0.1714,0.0039
Impatiens glandulifera,3063,21392,12.29167,53.875,1,1960 - 1987,0.1654,0.0038
Impatiens glandulifera,3063,21393,12.20833,53.825,1,1960 - 1987,0.192,0.0044
Impatiens glandulifera,3063,21394,12.29167,53.825,1,1960 - 1987,0.14,0.0033
Impatiens glandulifera,3063,21401,12.375,53.875,1,1960 - 1987,0.1428,0.0033
Impatiens glandulifera,3063,21402,12.45833,53.875,1,1960 - 1987,0.1377,0.0032
Impatiens glandulifera,3063,21403,12.375,53.825,1,1960 - 1987,0.1038,0.0025
Impatiens glandulifera,3063,21404,12.45833,53.825,1,1960 - 1987,0.1236,0.0029
Impatiens glandulifera,3063,21411,12.54167,53.875,1,1960 - 1987,0.1056,0.0025
Impatiens glandulifera,3063,21412,12.625,53.875,1,1960 - 1987,0.0801,0.0019
Impatiens glandulifera,3063,21413,12.54167,53.825,1,1960 - 1987,0.1007,0.0024
Impatiens glandulifera,3063,21414,12.625,53.825,1,1960 - 1987,0.0719,0.0017
Impatiens glandulifera,3063,21421,12.70833,53.875,1,1960 - 1987,0.0577,0.0014
Impatiens glandulifera,3063,21422,12.79167,53.875,1,1960 - 1987,0.0572,0.0014
Impatiens glandulifera,3063,21423,12.70833,53.825,1,1960 - 1987,0.0818,0.002
Impatiens glandulifera,3063,21424,12.79167,53.825,1,1960 - 1987,0.0777,0.0019
Impatiens glandulifera,3063,21431,12.875,53.875,1,1960 - 1987,0.0796,0.0019
Impatiens glandulifera,3063,21432,12.95833,53.875,1,1960 - 1987,0.0719,0.0017
Impatiens glandulifera,3063,21433,12.875,53.825,1,1960 - 1987,0.0575,0.0014
Impatiens glandulifera,3063,21434,12.95833,53.825,1,1960 - 1987,0.0406,0.001
Impatiens glandulifera,3063,21441,13.04167,53.875,1,1960 - 1987,0.079,0.0019
Impatiens glandulifera,3063,21442,13.125,53.875,1,1960 - 1987,0.0502,0.0012
Impatiens glandulifera,3063,21443,13.04167,53.825,1,1960 - 1987,0.0687,0.0017
Impatiens glandulifera,3063,21444,13.125,53.825,1,1960 - 1987,0.0975,0.0023
Impatiens glandulifera,3063,21451,13.20833,53.875,1,1960 - 1987,0.0314,8e-04
Impatiens glandulifera,3063,21452,13.29167,53.875,1,1960 - 1987,0.085,0.0021
Impatiens glandulifera,3063,21453,13.20833,53.825,1,1960 - 1987,0.0476,0.0012
Impatiens glandulifera,3063,21454,13.29167,53.825,1,1960 - 1987,0.1333,0.0031
Impatiens glandulifera,3063,21461,13.375,53.875,1,1960 - 1987,0.1528,0.0036
Impatiens glandulifera,3063,21462,13.45833,53.875,1,1960 - 1987,0.1613,0.0037
Impatiens glandulifera,3063,21463,13.375,53.825,1,1960 - 1987,0.1499,0.0035
Impatiens glandulifera,3063,21464,13.45833,53.825,1,1960 - 1987,0.1529,0.0036
Impatiens glandulifera,3063,21471,13.54167,53.875,1,1960 - 1987,0.172,0.0039
Impatiens glandulifera,3063,21472,13.625,53.875,1,1960 - 1987,0.168,0.0039
Impatiens glandulifera,3063,21473,13.54167,53.825,1,1960 - 1987,0.0979,0.0024
Impatiens glandulifera,3063,21474,13.625,53.825,1,1960 - 1987,0.0996,0.0024
Impatiens glandulifera,3063,21481,13.70833,53.875,1,1960 - 1987,0.1689,0.0039
Impatiens glandulifera,3063,21482,13.79167,53.875,1,1960 - 1987,0.1735,0.004
Impatiens glandulifera,3063,21483,13.70833,53.825,1,1960 - 1987,0.1025,0.0025
Impatiens glandulifera,3063,21484,13.79167,53.825,1,1960 - 1987,0.1747,0.004
Impatiens glandulifera,3063,21491,13.875,53.875,1,1960 - 1987,0.2045,0.0046
Impatiens glandulifera,3063,21492,13.95833,53.875,1,1960 - 1987,0.1846,0.0042
Impatiens glandulifera,3063,21493,13.875,53.825,1,1960 - 1987,0.2074,0.0047
Impatiens glandulifera,3063,21494,13.95833,53.825,1,1960 - 1987,0.1918,0.0043
Impatiens glandulifera,3063,21501,14.04167,53.875,1,1960 - 1987,0.2253,0.005
Impatiens glandulifera,3063,21502,14.125,53.875,1,1960 - 1987,0.2301,0.0051
Impatiens glandulifera,3063,21503,14.04167,53.825,1,1960 - 1987,0.1102,0.0026
Impatiens glandulifera,3063,21504,14.125,53.825,1,1960 - 1987,0.1142,0.0027
Impatiens glandulifera,3063,21511,14.20833,53.875,1,1960 - 1987,0.2179,0.0049
Impatiens glandulifera,3063,21512,14.29167,53.875,1,1960 - 1987,0.1552,0.0036
Impatiens glandulifera,3063,21513,14.20833,53.825,1,1960 - 1987,0.1233,0.0029
Impatiens glandulifera,3063,21514,14.29167,53.825,1,1960 - 1987,0.1447,0.0034
Impatiens glandulifera,3063,22081,7.041667,53.775,1,1960 - 1987,0.1857,0.0042
Impatiens glandulifera,3063,22082,7.125,53.775,1,1960 - 1987,0.1864,0.0042
Impatiens glandulifera,3063,22083,7.041667,53.725,1,1960 - 1987,0.1914,0.0043
Impatiens glandulifera,3063,22084,7.125,53.725,1,1960 - 1987,0.2378,0.0052
Impatiens glandulifera,3063,22091,7.208333,53.775,1,1960 - 1987,0.1962,0.0044
Impatiens glandulifera,3063,22092,7.291667,53.775,1,1960 - 1987,0.1902,0.0043
Impatiens glandulifera,3063,22093,7.208333,53.725,1,1960 - 1987,0.2284,0.0051
Impatiens glandulifera,3063,22094,7.291667,53.725,1,1960 - 1987,0.21,0.0047
Impatiens glandulifera,3063,22101,7.375,53.775,1,1960 - 1987,0.1942,0.0044
Impatiens glandulifera,3063,22102,7.458333,53.775,1,1960 - 1987,0.1863,0.0042
Impatiens glandulifera,3063,22103,7.375,53.725,1,1960 - 1987,0.1399,0.0033
Impatiens glandulifera,3063,22104,7.458333,53.725,1,1960 - 1987,0.1648,0.0038
Impatiens glandulifera,3063,22111,7.541667,53.775,1,1960 - 1987,0.1746,0.004
Impatiens glandulifera,3063,22112,7.625,53.775,1,1960 - 1987,0.19,0.0043
Impatiens glandulifera,3063,22113,7.541667,53.725,1,1960 - 1987,0.0823,0.002
Impatiens glandulifera,3063,22114,7.625,53.725,1,1960 - 1987,0.0772,0.0019
Impatiens glandulifera,3063,22121,7.708333,53.775,1,1960 - 1987,0.1466,0.0034
Impatiens glandulifera,3063,22122,7.791667,53.775,1,1960 - 1987,0.0986,0.0024
Impatiens glandulifera,3063,22123,7.708333,53.725,1,1960 - 1987,0.0753,0.0018
Impatiens glandulifera,3063,22124,7.791667,53.725,1,1960 - 1987,0.0832,0.002
Impatiens glandulifera,3063,22131,7.875,53.775,1,1960 - 1987,0.0985,0.0024
Impatiens glandulifera,3063,22132,7.958333,53.775,1,1960 - 1987,0.0981,0.0024
Impatiens glandulifera,3063,22133,7.875,53.725,1,1960 - 1987,0.0999,0.0024
Impatiens glandulifera,3063,22134,7.958333,53.725,1,1960 - 1987,0.1174,0.0028
Impatiens glandulifera,3063,22141,8.041667,53.775,1,1960 - 1987,0.1284,0.003
